The Cdc6 protein is ubiquitinated in vivo for proteolysis in Saccharomyces cerevisiae.	"Cdc6	4	8	Gene_or_gene_product"	"[{""token"": ""Cdc6"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}]"
A novel kinase inhibitor of FADD phosphorylation chemosensitizes through the inhibition of NF - kappaB.	"FADD	28	32	Gene_or_gene_product"	"[{""token"": ""FADD"", ""start_span"": 28, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}]"
These findings suggest that inhibition of FADD phosphorylation is a viable target for cancer therapy.	"FADD	42	46	Gene_or_gene_product"	"[{""token"": ""FADD"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}]"
NSC 47147 was shown to decrease levels of p - FADD and NF - kappaB activity such that combination therapy leads to greater induction of apoptosis and enhanced tumor control than either agent alone.	"FADD	46	50	Gene_or_gene_product"	"[{""token"": ""FADD"", ""start_span"": 46, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}]"
In addition, the presented results provide proof - of - principle studies as to the validity of targeting FADD - kinase activity as a novel cancer therapy strategy.	"FADD	106	110	Gene_or_gene_product"	"[{""token"": ""FADD"", ""start_span"": 106, ""end_span"": 110, ""type"": ""Gene_or_gene_product""}]"
However, the biological role of POP2 and the molecular basis for its observed functions are not well understood.	"POP2	32	36	Gene_or_gene_product"	"[{""token"": ""POP2"", ""start_span"": 32, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}]"
Deletion analysis of POP2 revealed that the first alpha - helix ( residues 1 - 19) is necessary and sufficient for both inflammasome and NF - kappaB inhibitory functions.	"POP2	21	25	Gene_or_gene_product"	"[{""token"": ""POP2"", ""start_span"": 21, ""end_span"": 25, ""type"": ""Gene_or_gene_product""}]"
Collectively, these data demonstrate that POP2 acts as a regulator of inflammatory signals and exerts its two known functions through distinct modalities employed by its first alpha - helix.	"POP2	42	46	Gene_or_gene_product"	"[{""token"": ""POP2"", ""start_span"": 42, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}]"
GLK - deficient mice had impaired immune responses and were resistant to experimental autoimmune encephalomyelitis.	"GLK	0	3	Gene_or_gene_product"	"[{""token"": ""GLK"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene_or_gene_product""}]"
We cloned 6kb of the human TNIP1 promoter and performed predictive and functional analyses to identify regulatory elements.	"TNIP1	27	32	Gene_or_gene_product"	"[{""token"": ""TNIP1"", ""start_span"": 27, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}]"
We validated NF - kappaB sites in the TNIP1 promoter proximal and distal regions as well as one PPRE in the distal region.	"TNIP1	38	43	Gene_or_gene_product"	"[{""token"": ""TNIP1"", ""start_span"": 38, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}]"
However, the molecular basis and therapeutic targets of AML1 - related leukemia are still elusive.	"AML1	56	60	Gene_or_gene_product"	"[{""token"": ""AML1"", ""start_span"": 56, ""end_span"": 60, ""type"": ""Gene_or_gene_product""}]"
Here, we explored immediate target pathways of AML1 by in vitro synchronous inactivation in hematopoietic cells.	"AML1	47	51	Gene_or_gene_product"	"[{""token"": ""AML1"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}]"
We found that AML1 inhibits NF - kappaB signaling through interaction with IkappaB kinase complex in the cytoplasm.	"AML1	14	18	Gene_or_gene_product"	"[{""token"": ""AML1"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Gene_or_gene_product""}]"
Furthermore, inhibition of NF - kappaB signaling in leukemic cells with mutated AML1 efficiently blocks their growth and development of leukemia.	"AML1	80	84	Gene_or_gene_product"	"[{""token"": ""AML1"", ""start_span"": 80, ""end_span"": 84, ""type"": ""Gene_or_gene_product""}]"
Presently, we report on formation of an hBVR - PKCdelta - ERK2 ternary complex that is essential for ERK2 signal transduction and activation of genes linked to cell proliferation and cancer.	"ERK2	58	62	Gene_or_gene_product"	"[{""token"": ""ERK2"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Gene_or_gene_product""}]"
Transcriptional mechanisms regulating type I collagen genes expression in physiopathological situations are not completely known.	"type I collagen	38	53	Gene_or_gene_product"	"[{""token"": ""type I collagen"", ""start_span"": 38, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}]"
In this study, we have investigated the role of nuclear factor - kappaB ( NF - kappaB) transcription factor on type I collagen expression in adult normal human ( ANF) and scleroderma ( SF) fibroblasts.	"type I collagen	111	126	Gene_or_gene_product"	"[{""token"": ""type I collagen"", ""start_span"": 111, ""end_span"": 126, ""type"": ""Gene_or_gene_product""}]"
We demonstrated that NF - kappaB, a master transcription factor playing a major role in immune response / apoptosis, down - regulates COL1A1 expression by a transcriptional control involving the - 112 / - 61 bp sequence.	"COL1A1	134	140	Gene_or_gene_product"	"[{""token"": ""COL1A1"", ""start_span"": 134, ""end_span"": 140, ""type"": ""Gene_or_gene_product""}]"
In conclusion, our findings highlight a new mechanism for COL1A1 transcriptional regulation by NF - kappaB, and these data could allow the development of new antifibrotic strategies.	"COL1A1	58	64	Gene_or_gene_product"	"[{""token"": ""COL1A1"", ""start_span"": 58, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}]"
The work not only reveals a second Intimin - independent property for Tir and a novel EPEC effector - mediated NF - kappaB inhibitory mechanism but also lends itself to speculations on the evolution of EPEC ' s capacity to inhibit NF - kappaB function.	"Tir	70	73	Gene_or_gene_product"	"[{""token"": ""Tir"", ""start_span"": 70, ""end_span"": 73, ""type"": ""Gene_or_gene_product""}]"
We show that Erg binds to both EBS - 118 and EBS - 181, the latter located within the NF - kappaB binding site.	"Erg	13	16	Gene_or_gene_product"	"[{""token"": ""Erg"", ""start_span"": 13, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}]"
These results identify a role for Erg as a gatekeeper controlling vascular inflammation, thus providing an important barrier to protect against inappropriate endothelial activation.	"Erg	34	37	Gene_or_gene_product"	"[{""token"": ""Erg"", ""start_span"": 34, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}]"
Consequences of fuzziness in the NFkappaB / IkappaBalpha interaction.	"IkappaBalpha	44	56	Gene_or_gene_product"	"[{""token"": ""IkappaBalpha"", ""start_span"": 44, ""end_span"": 56, ""type"": ""Gene_or_gene_product""}]"
This chapter provides a short review of various biophysical experiments that have been applied to the inhibitor of kappa B, IkappaBalpha and its binding partner, nuclear factor kappa B, or NFkappaB.	"IkappaBalpha	124	136	Gene_or_gene_product"	"[{""token"": ""IkappaBalpha"", ""start_span"": 124, ""end_span"": 136, ""type"": ""Gene_or_gene_product""}]"
Just as rapidly as transcription is activated, it is subsequently repressed by newly synthesized IkappaBalpha? that also enters the nucleus and removes NFkappaB from the DNA.	"IkappaBalpha	97	109	Gene_or_gene_product"	"[{""token"": ""IkappaBalpha"", ""start_span"": 97, ""end_span"": 109, ""type"": ""Gene_or_gene_product""}]"
"Experimental comparison with such stabilized mutants helps provide evidence that much of the system control depends on the "" fuzziness "" of IkappaBalpha."	"IkappaBalpha	140	152	Gene_or_gene_product"	"[{""token"": ""IkappaBalpha"", ""start_span"": 140, ""end_span"": 152, ""type"": ""Gene_or_gene_product""}]"
Suppression of the interferon and NF - kappaB responses by severe fever with thrombocytopenia syndrome virus.	"interferon	19	29	Gene_or_gene_product"	"[{""token"": ""interferon"", ""start_span"": 19, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}]"
Interestingly, we demonstrated that the nucleoprotein ( N), also encoded by the S segment, exhibited a suppressive effect on the activation of IFN - beta and NF - kappaB signaling as well.	"IFN - beta	143	153	Gene_or_gene_product"	"[{""token"": ""IFN - beta"", ""start_span"": 143, ""end_span"": 153, ""type"": ""Gene_or_gene_product""}]"
Significant phosphorylation ( up to 1 mol of phosphate / mol of p25 subunit) occurs only when the protein is part of the eIF - 4F complex.	"p25	64	67	Gene_or_gene_product"	"[{""token"": ""p25"", ""start_span"": 64, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}]"
With purified eIF - 4E, using the same conditions, up to 0. 1 mol of phosphate can be incorporated.	"eIF - 4E	14	22	Gene_or_gene_product"	"[{""token"": ""eIF - 4E"", ""start_span"": 14, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}]"
Kinetic measurements obtained from initial rates indicate that the Km values for eIF - 4F and eIF - 4E are similar, although the Vmax is 5 - 6 times higher for the complex.	"eIF - 4E	94	102	Gene_or_gene_product"	"[{""token"": ""eIF - 4E"", ""start_span"": 94, ""end_span"": 102, ""type"": ""Gene_or_gene_product""}]"
However, addition of non - phosphorylated eIF - 4E to the phosphorylated complex results in the dissociation of the complex.	"eIF - 4E	42	50	Gene_or_gene_product"	"[{""token"": ""eIF - 4E"", ""start_span"": 42, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}]"
Molecular cloning, primary structure, and expression of the human platelet / erythroleukemia cell 12 - lipoxygenase.	"12 - lipoxygenase	98	115	Gene_or_gene_product"	"[{""token"": ""12 - lipoxygenase"", ""start_span"": 98, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}]"
The major pathway of arachidonic acid metabolism in human platelets proceeds via a 12 - lipoxygenase enzyme; however, the biological role of the product of this reaction, 12 - hydro ( pero) xyeicosatetraenoic acid [ 12 - H ( P) ETE], is unknown.	"12 - lipoxygenase	83	100	Gene_or_gene_product"	"[{""token"": ""12 - lipoxygenase"", ""start_span"": 83, ""end_span"": 100, ""type"": ""Gene_or_gene_product""}]"
Using a combination of the polymerase chain reaction and conventional screening procedures, we have isolated cDNA clones encoding the human platelet / human erythroleukemia ( HEL) cell 12 - lipoxygenase.	"12 - lipoxygenase	185	202	Gene_or_gene_product"	"[{""token"": ""12 - lipoxygenase"", ""start_span"": 185, ""end_span"": 202, ""type"": ""Gene_or_gene_product""}]"
From the deduced primary structure, human platelet / HEL 12 - lipoxygenase would encode a Mr 75, 000 protein consisting of 663 amino acids.	"12 - lipoxygenase	57	74	Gene_or_gene_product"	"[{""token"": ""12 - lipoxygenase"", ""start_span"": 57, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}]"
The cDNA encoding the full - length protein ( pCDNA - 121x) under the control of the cytomegalovirus promoter was expressed in simian COS - M6 cells.	"pCDNA - 121x	46	58	Gene_or_gene_product"	"[{""token"": ""pCDNA - 121x"", ""start_span"": 46, ""end_span"": 58, ""type"": ""Gene_or_gene_product""}]"
Sequence data and previously demonstrated immunochemical and biochemical evidence support the existence of distinct 12 - lipoxygenase isoforms.	"12 - lipoxygenase	116	133	Gene_or_gene_product"	"[{""token"": ""12 - lipoxygenase"", ""start_span"": 116, ""end_span"": 133, ""type"": ""Gene_or_gene_product""}]"
The availability of cDNA probes for human platelet / HEL cell 12 - lipoxygenase should facilitate elucidation of the biological role of this pathway.	"12 - lipoxygenase	62	79	Gene_or_gene_product"	"[{""token"": ""12 - lipoxygenase"", ""start_span"": 62, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}]"
Kinetic properties of the plasma membrane Na + - H + exchanger.	"Na + - H + exchanger	42	62	Gene_or_gene_product"	"[{""token"": ""Na + - H + exchanger"", ""start_span"": 42, ""end_span"": 62, ""type"": ""Gene_or_gene_product""}]"
The plasma membrane Na + - H + exchanger is a ubiquitous transport system that participates in diverse cell functions involving the cellular uptake of Na + or extrusion of H +.	"Na + - H + exchanger	20	40	Gene_or_gene_product"	"[{""token"": ""Na + - H + exchanger"", ""start_span"": 20, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}]"
The most important kinetic property of the Na + - H + exchanger is its greater than first - order dependence on [ H +] i.	"Na + - H + exchanger	43	63	Gene_or_gene_product"	"[{""token"": ""Na + - H + exchanger"", ""start_span"": 43, ""end_span"": 63, ""type"": ""Gene_or_gene_product""}]"
This property enables the Na + - H + exchanger to play an important role in the regulation of intracellular pH.	"Na + - H + exchanger	26	46	Gene_or_gene_product"	"[{""token"": ""Na + - H + exchanger"", ""start_span"": 26, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}]"
This subunit and protein disulphide isomerase are products of the same gene.	"protein disulphide isomerase	17	45	Gene_or_gene_product"	"[{""token"": ""protein disulphide isomerase"", ""start_span"": 17, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}]"
These human sequences were found to be very similar to those recently reported for rat protein disulphide isomerase ( EC 5. 3. 4. 1).	"protein disulphide isomerase	87	115	Gene_or_gene_product"	"[{""token"": ""protein disulphide isomerase"", ""start_span"": 87, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}]"
In contrast, a lysosomal enzyme preparation from a human fibroblast cell line deficient in idurono - 2 - sulfatase ( Hunter ' s - syndrome), which had no activity on the IdoA ( 2 - SO4) - [ 3H] AManR ( 6 - SO4), converted GlcA ( 2 - SO4) - [ 3H] AManR ( 6 - SO4) to a mixture of GlcA - [ 3H] AManR ( 6 - SO4) and [ 3H] AManR ( 6 - SO4).	"idurono - 2 - sulfatase	91	114	Gene_or_gene_product"	"[{""token"": ""idurono - 2 - sulfatase"", ""start_span"": 91, ""end_span"": 114, ""type"": ""Gene_or_gene_product""}]"
The glucurono - 2 - sulfatase exhibited a pH optimum of 4.	"glucurono - 2 - sulfatase	4	29	Gene_or_gene_product"	"[{""token"": ""glucurono - 2 - sulfatase"", ""start_span"": 4, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}]"
We have overexpressed the nim1 protein in both bacteria and insect cells.	"nim1	26	30	Gene_or_gene_product"	"[{""token"": ""nim1"", ""start_span"": 26, ""end_span"": 30, ""type"": ""Gene_or_gene_product""}]"
Human liver arylacetamide deacetylase.	"arylacetamide deacetylase	12	37	Gene_or_gene_product"	"[{""token"": ""arylacetamide deacetylase"", ""start_span"": 12, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}]"
Activity determination and immunoblot analysis of DAC in human target tissues for arylamine carcinogens revealed that in extrahepatic tissues, additional enzymes are responsible for any deacetylation activity, whereas a single enzyme predominantly catalyzes this hydrolytic reaction in liver.	"DAC	50	53	Gene_or_gene_product"	"[{""token"": ""DAC"", ""start_span"": 50, ""end_span"": 53, ""type"": ""Gene_or_gene_product""}]"
The cDNA was confirmed to be that for DAC in tryptic peptides from the purified human liver protein.	"DAC	38	41	Gene_or_gene_product"	"[{""token"": ""DAC"", ""start_span"": 38, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}]"
Highest sequence similarity of DAC was found in a series of prokaryotic esterases encompassing the putative active site.	"DAC	31	34	Gene_or_gene_product"	"[{""token"": ""DAC"", ""start_span"": 31, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}]"
These proteins were released from this complex capable, in the case of tubulin, of forming heterodimers.	"tubulin	71	78	Gene_or_gene_product"	"[{""token"": ""tubulin"", ""start_span"": 71, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}]"
Transactivation of gene expression by Myc is inhibited by mutation at the phosphorylation sites Thr - 58 and Ser - 62.	"Myc	38	41	Gene_or_gene_product"	"[{""token"": ""Myc"", ""start_span"": 38, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}]"
It was observed that Myc was phosphorylated in vivo within the NH2 - terminal domain at Thr - 58 and Ser - 62.	"Myc	21	24	Gene_or_gene_product"	"[{""token"": ""Myc"", ""start_span"": 21, ""end_span"": 24, ""type"": ""Gene_or_gene_product""}]"
Replacement of these phosphorylation sites with Ala residues caused a marked decrease in Myc - stimulated reporter gene expression.	"Myc	89	92	Gene_or_gene_product"	"[{""token"": ""Myc"", ""start_span"": 89, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}]"
Together, these data demonstrate that the NH2 - terminal phosphorylation sites Thr - 58 and Ser - 62 are required for high levels of transactivation of gene expression by Myc.	"Myc	171	174	Gene_or_gene_product"	"[{""token"": ""Myc"", ""start_span"": 171, ""end_span"": 174, ""type"": ""Gene_or_gene_product""}]"
We have examined the interaction of the NF - kappa B precursor p105 with NF - kappa B subunits.	"p105	63	67	Gene_or_gene_product"	"[{""token"": ""p105"", ""start_span"": 63, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}]"
Through this assembly, p105 efficiently blocks nuclear transfer of either subunit.	"p105	23	27	Gene_or_gene_product"	"[{""token"": ""p105"", ""start_span"": 23, ""end_span"": 27, ""type"": ""Gene_or_gene_product""}]"
The Saccharomyces cerevisiae SWI4 gene encodes an essential transcription factor which controls gene expression at the G1 / S transition of the cell cycle.	"SWI4	29	33	Gene_or_gene_product"	"[{""token"": ""SWI4"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}]"
Deletion analysis of the SWI4 promoter has defined a 140 - bp region which is absolutely required for transcription and can function as a cell cycle - regulated upstream activating sequence ( UAS).	"SWI4	25	29	Gene_or_gene_product"	"[{""token"": ""SWI4"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}]"
These data suggest that MCBs are involved in SWI4 UAS activity, but at least one other periodically regulated element must be present.	"SWI4	45	49	Gene_or_gene_product"	"[{""token"": ""SWI4"", ""start_span"": 45, ""end_span"": 49, ""type"": ""Gene_or_gene_product""}]"
The second activator may also target MCB elements, since SWI4 transcription drops dramatically when they are deleted.	"SWI4	57	61	Gene_or_gene_product"	"[{""token"": ""SWI4"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}]"
We report here the identification of the first human PLD cDNA, which defines a new and highly conserved gene family.	"PLD	53	56	Gene_or_gene_product"	"[{""token"": ""PLD"", ""start_span"": 53, ""end_span"": 56, ""type"": ""Gene_or_gene_product""}]"
Protein kinase C is regulated in vivo by three functionally distinct phosphorylations.	"Protein kinase C	0	16	Gene_or_gene_product"	"[{""token"": ""Protein kinase C"", ""start_span"": 0, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}]"
BACKGROUND: Protein kinase Cs are a family of enzymes that transduce the plethora of signals promoting lipid hydrolysis.	"Protein kinase Cs	12	29	Gene_or_gene_product"	"[{""token"": ""Protein kinase Cs"", ""start_span"": 12, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}]"
Here, we show that protein kinase C must first be processed by three distinct phosphorylations before it is competent to respond to second messengers.	"protein kinase C	19	35	Gene_or_gene_product"	"[{""token"": ""protein kinase C"", ""start_span"": 19, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}]"
RESULTS: We have identified the positions and functions of the in vivo phosphorylation sites of protein kinase C by mass spectrometry and peptide sequencing of native and phosphatase - treated kinase from the detergent - soluble fraction of cells.	"protein kinase C	96	112	Gene_or_gene_product"	"[{""token"": ""protein kinase C"", ""start_span"": 96, ""end_span"": 112, ""type"": ""Gene_or_gene_product""}]"
Specifically, the threonine at position 500 ( T500) on the activation loop, and T641 and S660 on the carboxyl terminus of protein kinase C beta II are phosphorylated in vivo.	"protein kinase C beta II	122	146	Gene_or_gene_product"	"[{""token"": ""protein kinase C beta II"", ""start_span"": 122, ""end_span"": 146, ""type"": ""Gene_or_gene_product""}]"
Electrophysiological studies reveal that Pi transport by Na / Pi cotransporters is electrogenic.	"Na / Pi cotransporters	57	79	Gene_or_gene_product"	"[{""token"": ""Na / Pi cotransporters"", ""start_span"": 57, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}]"
No evidence for physiological control of type I cotransporters has been obtained.	"type I cotransporters	41	62	Gene_or_gene_product"	"[{""token"": ""type I cotransporters"", ""start_span"": 41, ""end_span"": 62, ""type"": ""Gene_or_gene_product""}]"
Altered Pi reabsorption as observed in X - linked hypophosphatemia is largely via the type II Na / Pi cotransporter.	"type II Na / Pi cotransporter	86	115	Gene_or_gene_product"	"[{""token"": ""type II Na / Pi cotransporter"", ""start_span"": 86, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}]"
Regional expression of sodium pump subunits isoforms and Na + - Ca + + exchanger in the human heart.	"Na + - Ca + + exchanger	57	80	Gene_or_gene_product"	"[{""token"": ""Na + - Ca + + exchanger"", ""start_span"": 57, ""end_span"": 80, ""type"": ""Gene_or_gene_product""}]"
Since the inotropic response will be a function of the level of expression of sodium pumps, which are alpha ( beta) heterodimers, and of Na + - Ca + + exchangers, this study aimed to determine the regional pattern of expression of these transporters in the heart.	"Na + - Ca + + exchangers	137	161	Gene_or_gene_product"	"[{""token"": ""Na + - Ca + + exchangers"", ""start_span"": 137, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}]"
These results define the distribution of the cardiac glycoside receptor isoforms in the human heart and they demonstrate that atria have fewer sodium pumps, fewer Na + - Ca + + exchangers, and enhanced sensitivity to inotropic stimulation compared to ventricles.	"Na + - Ca + + exchangers	163	187	Gene_or_gene_product"	"[{""token"": ""Na + - Ca + + exchangers"", ""start_span"": 163, ""end_span"": 187, ""type"": ""Gene_or_gene_product""}]"
Cloning and expression of the adenosine kinase gene from rat and human tissues.	"adenosine kinase	30	46	Gene_or_gene_product"	"[{""token"": ""adenosine kinase"", ""start_span"": 30, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}]"
Adenosine kinase is ubiquitous in eukaryotes and is a key enzyme in the regulation of the intracellular levels of adenosine, an important physiological effector of many cells and tissues.	"Adenosine kinase	0	16	Gene_or_gene_product"	"[{""token"": ""Adenosine kinase"", ""start_span"": 0, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}]"
In this paper we report the cloning of cDNAs encoding adenosine kinase from both rat and human tissues.	"adenosine kinase	54	70	Gene_or_gene_product"	"[{""token"": ""adenosine kinase"", ""start_span"": 54, ""end_span"": 70, ""type"": ""Gene_or_gene_product""}]"
Two distinct forms of adenosine kinase mRNA were identified in human tissues.	"adenosine kinase	22	38	Gene_or_gene_product"	"[{""token"": ""adenosine kinase"", ""start_span"": 22, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}]"
Sequence variation between the two forms is restricted to the extreme 5 ' - end of the adenosine kinase mRNA, including a portion of the coding region, and is consistent with differential splicing of a single transcriptional product.	"adenosine kinase	87	103	Gene_or_gene_product"	"[{""token"": ""adenosine kinase"", ""start_span"": 87, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}]"
We have expressed both forms in E. coli and produced soluble active enzyme which catalyzes the phosphorylation of adenosine with high specific activity in vitro and is susceptible to known adenosine kinase inhibitors.	"adenosine kinase	189	205	Gene_or_gene_product"	"[{""token"": ""adenosine kinase"", ""start_span"": 189, ""end_span"": 205, ""type"": ""Gene_or_gene_product""}]"
This step is mediated principally by the dephosphorylation of residues threonine 14 ( Thr14) and tyrosine 15 ( Tyr15) on the Cdc2 catalytic subunit.	"Cdc2	125	129	Gene_or_gene_product"	"[{""token"": ""Cdc2"", ""start_span"": 125, ""end_span"": 129, ""type"": ""Gene_or_gene_product""}]"
In several organisms homologs of the Wee1 kinase have been shown to be the major activity responsible for phosphorylating the Tyr15 inhibitory site.	"Wee1	37	41	Gene_or_gene_product"	"[{""token"": ""Wee1"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}]"
A membrane - bound kinase capable of phosphorylating residue Thr14, the Myt1 kinase, has been identified in the frog Xenopus laevis and more recently in human.	"Myt1	72	76	Gene_or_gene_product"	"[{""token"": ""Myt1"", ""start_span"": 72, ""end_span"": 76, ""type"": ""Gene_or_gene_product""}]"
In this study, we have examined the substrate specificity and cell cycle regulation of the human Myt1 kinase.	"Myt1	97	101	Gene_or_gene_product"	"[{""token"": ""Myt1"", ""start_span"": 97, ""end_span"": 101, ""type"": ""Gene_or_gene_product""}]"
Cloning of a human phosphoinositide 3 - kinase with a C2 domain that displays reduced sensitivity to the inhibitor wortmannin.	"human phosphoinositide 3 - kinase	13	46	Gene_or_gene_product"	"[{""token"": ""human phosphoinositide 3 - kinase"", ""start_span"": 13, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}]"
Biochemical analysis of recombinant PI3 - K - C2 alpha demonstrates a restricted lipid substrate specificity.	"PI3 - K - C2 alpha	36	54	Gene_or_gene_product"	"[{""token"": ""PI3 - K - C2 alpha"", ""start_span"": 36, ""end_span"": 54, ""type"": ""Gene_or_gene_product""}]"
Crystal structure of a calcium - phospholipid binding domain from cytosolic phospholipase A2.	"phospholipase A2	76	92	Gene_or_gene_product"	"[{""token"": ""phospholipase A2"", ""start_span"": 76, ""end_span"": 92, ""type"": ""Gene_or_gene_product""}]"
The 2. 4 - A x - ray crystal structure of this C2 domain was solved by multiple isomorphous replacement and reveals a beta - sandwich with the same topology as the C2 domain from phosphoinositide - specific phospholipase C delta 1.	"phospholipase C delta 1	207	230	Gene_or_gene_product"	"[{""token"": ""phospholipase C delta 1"", ""start_span"": 207, ""end_span"": 230, ""type"": ""Gene_or_gene_product""}]"
The structure provides a striking insight into the relative importance of hydrophobic and electrostatic components of membrane binding for cPLA2.	"cPLA2	139	144	Gene_or_gene_product"	"[{""token"": ""cPLA2"", ""start_span"": 139, ""end_span"": 144, ""type"": ""Gene_or_gene_product""}]"
Mammalian thioredoxin is a direct inhibitor of apoptosis signal - regulating kinase ( ASK) 1.	"thioredoxin	10	21	Gene_or_gene_product"	"[{""token"": ""thioredoxin"", ""start_span"": 10, ""end_span"": 21, ""type"": ""Gene_or_gene_product""}]"
This disorder is characterized by convulsions induced by loud high - frequency sound and has been shown to be associated with increased nucleotide triphosphatase activity.	"nucleotide triphosphatase	136	161	Gene_or_gene_product"	"[{""token"": ""nucleotide triphosphatase"", ""start_span"": 136, ""end_span"": 161, ""type"": ""Gene_or_gene_product""}]"
The p53 tumor suppressor protein is activated and phosphorylated on serine - 15 in response to various DNA damaging agents.	"p53	4	7	Gene_or_gene_product"	"[{""token"": ""p53"", ""start_span"": 4, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}]"
The protein level of p27 was not affected.	"p27	21	24	Gene_or_gene_product"	"[{""token"": ""p27"", ""start_span"": 21, ""end_span"": 24, ""type"": ""Gene_or_gene_product""}]"
This translocation to the nucleus is essential to MAP kinase signalling because it enables the kinase to phosphorylate transcription factors.	"MAP kinase	50	60	Gene_or_gene_product"	"[{""token"": ""MAP kinase"", ""start_span"": 50, ""end_span"": 60, ""type"": ""Gene_or_gene_product""}]"
Whether components of the pathway mediated by the SAP kinase p38 change their cellular location on activation is not clear; we have therefore studied the cellular localisation of components of this pathway before and after stimulation.	"SAP kinase p38	50	64	Gene_or_gene_product"	"[{""token"": ""SAP kinase p38"", ""start_span"": 50, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}]"
